Name
1964 Car Bomb
2000 Flushes
209 East Cocktail
3 for a Dollar Special
4 Godfathers
414SS Daiquiri
57 Chevy
5th Avenue
6 Wise Men
73 Bus
73 Bus #2
8th Birthday
A Brain Teaser
A Joy of Almond
A Kissed Buttery Nipple
A Little Dick'll Do
A Monkey's Rum Martini
A Nap at Charlie's
A Night At Naughty Nikki's
A Night In Georgia
A Pimp Named Slickback
A Popular Guy
A Roa
A True Amaretto Sour
A Very Berry Surprise
A-Bomb
A. F. Tini
A. J.
A. J.
A1 Cocktail
Abbey Cocktail
ABC Pousse Cafe
Abe's Tropical Night in Hell
Aberfoyle
Abigail
Abortion
Abracadabra
Abrupt Realization
Absent Friend
Absinthe Cocktail
Absinthe Curacao Frappe
Absinthe Drip
Absinthe Flip
Absinthe Martini
Absinthe Minded Martini
Absinthe Olde-style
Absinthe Suissesse
Absinthtini
Absolut Dream
Absolut Evergreen
Absolut Hunk
Absolut Manx Whore
Absolut Redhead
Absolut Reese's
Absolut Royal Fuck
Absolut Santo
Absolut Sex
Absolut Trouble
Absolute Vacation
Absolutely Bananas
Absolutely Heaven
AC Lime
Acapulco
Acapulco Clam Digger
Acapulco Dream Cream
Acapulcoco
Accordion
Ace Ventura
Acid Trip
Adam
Adam and Eve
Adam Sunrise
Addison Special
Admiral
Admiral Cocktail
Adonis Cocktail
Adult Hot Chocolate
Affinity
Afghan Monkey
African Breeze
After Dinner Cocktail
After Dinner Mint
After Five #2
After Glo
After Supper Cocktail
Afterburner #3
Agave Suave
Agent Provocateur
Aggravation
Agincourt Cocktail
Agua de Valencia
Alabama
Alabama Afterburner
Aladdin Sane
Alaine Cocktail
Alaska
Alaska Cocktail
Alaskan Oil Slick
Alaskan Oil Spill
Alaskan Orange
Albert 2000
Albino Russian
Albus Dumbledore
Alcudla
Alexander
Alexander Baby
Alexander Cocktail
Alexander Cocktail #2
Alexander The Great
Alexander Young
Alexander's Big Brother
Alexander's Sister
Alexandra #2
Alexi's Spicy Bloody Mary
Alfie Cocktail
Alfonso Special
Alfredo
Algebra
Algonquin
Algonquin Bar Punch
Alhambra
Alice in Wonderland
Alien Booger
Alize and Hpno
Alize Bleu Bling Martini
Alize Cocktail
Alize Emerald
Alize Martini
All American
All Killer with No Filler
All Plucked Up
All White Frappe
Allegheny
Allen Cocktail
Alliance
Allied Requirements
Allies Cocktail
Allietini
Alligator
Alligator Piss
Allison's Purple Nurple
Almeria
Almond Casa Noble
Almond Cocktail
Almond Fog
Almond Grove
Almond Joy
Almond Joy #3
Aloe
Aloha
Alternatini
Amade
Amalfi Dream
Amalyzer
Amaretto 151
Amaretto Alexander
Amaretto And Cream
Amaretto Cherry Sour
Amaretto Chi-City
Amaretto Coffee
Amaretto Cola
Amaretto Frappe
Amaretto Freeze
Amaretto Heartwarmer
Amaretto Mist
Amaretto Shake
Amaretto Sombrero
Amaretto Sour
Amaretto Sour #3
Amaretto Spritzer
Amaretto Stinger
Amaretto Sunrise
Amaretto Sunrise Crush
Amarula Colada
Amber Dream
Ambijaxtrious
Amer Picon Cocktail
Amer Picon Punch
American Beauty
American Flag Pousse Cafe
American Grog
American Woman
Americum
Amerman's Specialty
Amethyst Mist
Amigo
Amnesia
Amnesia #2
Amor de Cosmos
Amsterdam
Amsterdamned
