Name
17 Twist
42 Flying Mules
57 Chevy
8-Ounce Twista
8th Birthday
A Fuzzy Thing
A Gilligan's Island
A Midsummernight's Dream
A Southern Screw
A Sunny Delight
Abe's Tropical Night in Hell
Abelito
Aberfoyle
Absolut 600
Absolut Dream
Absolut Evergreen
Absolut Hulk
Absolut Lemonade
Absolut Limousine
Absolut Mixer
Absolut Redhead
Absolut Salty Dog
Absolut Sex
Absolut Splash
Absolut Stress #2
Absolut Summertime
Absolute Heaven
Absolute Monster
Absolutely Bananas
Absolutely Cranberry Smash
Absolutly Screwed Up
Adam Sunrise
Addison Special
After Dinner Mint
After Sex
Afterburner #3
Air Gunner
Alabama Riot
Aladdin Sane
Albert 2000
Albysjon
Alex Chi-Chi
Alexander The Great
Alexi's Spicy Bloody Mary
Alfie Cocktail
Algae
Algonquin Bloody Mary
Alize Martini
Almost Heaven
Alternatini
Amazon Street Lemonade
American Leroy
American Pie
Ampiainen
Anestesia
Angel's Kiss #2
Anna's Banana
Anti-Freeze #3
Anton's Ecto Cooler
Apfel Orange
Apple Jolly Rancher
Apple Judy
Apple Knocker
Apple Martini
Apple Pie Cocktail #2
Apple Sharlotka
Apple Slut
Applebottom Pimp
Apples and Oranges Martini
Appletini
Apres Ski
Apricot Adventure
Apricot Breeze
April Rain
April's Summertime Punch
Aqua
Aqueduct
Aranov
Arctic Circle
Ariel's Frappe Punch
Ario Bomb
Arizona Stingers
Armada Martini
Arnie's Cocktail
Artic Red
Asian Cum Shot
Asterix Cocktail
Astral Gateway
Atlantic Sun
Atomic Lokade
Atomic Watermelon
Autodafe
Avalon
Aviator Fuel
Awesome Chandler
B.A.V.
Babyface Martini
Bakunin
Balalaika
Balalika
Bald Pussy
Ballet Russe Cocktail
Baltic Murder Mystery
Bambi's Iced Tea
Banana Dream
Banana Popsicle
Banana Punch
Banana Russian
Banana Split Martini
Bananaball
Bananalyzer
Barbara
Barbed Wire
Barn Door
Barnaby's Buffalo Blizzard
Bay Blue
Bay Breeze
Baywatch
Beach Sunday
Becky's Bomber
Beige Russian
Belgian Blue
Belle Melon
Bellini Martini
Bellinski
Berlin Martini
Berry Bananza
Berry Buster
Berry Chocolate Martini
Berry Me In The Sand
Berrytini
Bertrand's Black Magic
Best Year
Betonimylly
Betsy Clear
Big Apple
Big Daddy
Big Dog
Big Dumb Russian
Big Dumb Russian #2
Big Johnson
Big Squeeze
Big Zacs Morning After
Bingo
Bird Bomb
Bird of Paradise
Bison Tonic
Bit of Russian Honey
Bitter Bison
Bitter Evan
Bjorns Moscow Mule
Black and Blue #2
Black and White Cherry
Black and White Martini
Black Bison
Black Bull
Black Cat #2
Black Cherry
Black Death
Black Dublinski
Black Eye
Black Forest Shake
Black Haus Twist
Black Magic
Black Martini #2
Black Pearls
Black Russian
Black Russian #2
Black Russian #3
Black Swedish Virgin
Black Ukrainian
Black Widow
Blackberry Martini
Blackhawk
Blackula
Blavod Martini
Bleeding Snatch
Blenheim
Blindside
Blood Orange Cosmo
Bloody Biker
Bloody Bull
Bloody Butrum
Bloody Caesar
Bloody Coochie
Bloody Hell
Bloody Mariana
Bloody Mary
Bloody Mary #2
Bloody Mary #3
Bloody Mary #4
Bloody Mary Jolly Style
Bloody Monkey
Bloody Murder
Bloody Nightmare
Blue Angel #2
Blue Balalaika
Blue Bayou
Blue Bucky
Blue Cosmopolitan
Blue Crayons
Blue Dog
Blue Dragon
Blue Dragonfly
Blue Eye
Blue Frog
Blue Grapes
Blue Hawaii
Blue Hawaiian Screw
Blue Hawaiian Screw #2
Blue Ice Mountain
Blue Kamikaze
Blue Knickers
Blue Lady
Blue Lagoon
Blue Lesbian
Blue Light Special
Blue Monday
Blue MotherFucker
Blue Ninja
Blue Screw
Blue Sky #3
Blue Solute
Blue Temptation
Blue Trane
Blue Whale
Blue Whip
Blue-on-Blue Martini
Blue-Woo
Bluebeard #2
Blueberry Lemonade
Blueberry Martini
Blues Night
Blushin' Russian
Blushing Geisha
Boardwalk
Bob's Moscow Mule
Boku's Blend
Bolduc On The Beach
Bolli Stoli
Bomb Pop
Bonehead
Booga Booga
Booger's Booze
Boom Shaka Laka
Boredom Kills
Boston Gold
Bot Cocktail
Brain Candy
Brain Eraser #3
Brain Freeze #2
Brassy Blond
Brazen Hussy
Brazilian Breeze
Brevann Springwater
British Bulldog
Broken Heart Martini
Bronx Martini
Brown Bear
Brown Hen
Brown-eye
Bubblegum Delight
Bubbly Red Sex
Buddy Rich
Buddy's Bloody Mary
Bukhara Coffee
Bull Shot
Bull's Special
Bullfrog
Bullfrog #2
Bullshot
Bullshot #4
Bullvodka
Bunky Punch
Burnso Tropical
Bushwacker #2
Butterscotch Truffle Martini
Buzz Lightyear
Buzzsaw
Cable Guide
Caesar Cocktail
Caipirinha #2
Caipiroska
Cajun Martini
California Gold Rush
Campari Cocktail
Campari Martini
Camshaft
Canadian Killer Kool-Aid
Candy Apple Sour
Canoe River Special
Canteloupe Dizzy
Cape Cod
Cape Cod #2
Cape Codder
Cappucini
Cappucino Cocktail
Caribbean Blues
Caribbean Cruise
Caribou Martini
Carlitos
Carmel Apple Funtini
Carolina Kamikaze
Carrie's Midori Sour
Carrot Top Cocktail
Cary Grant
Casablanca #2
Casco Bay Lemonade
Cassis Screwdriver
Caucasian
Centauri Sundown
Chambord Kamikaze
Chambord Royale
Chambord Royale
Chambord Royale
Chambrite
Champagne Cornucopia
Champion's Bubblin' Cherry
Chamtini
Charlie Coke
Cherry Blast
Cherry Bomb
Cherry Bomb #2
Cherry Lover
Cherry Over The Edge
Cherry Pucker
Cherry Ripe
Cherry Screwdriver
Cherry Vodka Sour
Chewbacca
Chi Chi
Chi-Chi
Chicks Dig It
Chilton
Chinese Mary
Chocodka
Chocolate Banana Martini
Chocolate Barkchip
Chocolate Black Russian
Chocolate Candy
Chocolate Covered Cherry
Chocolate Covered Martini
Chocolate Covered Strawberry D...
Chocolate Martini
Chocolate Martini #3
Chocolate Martini Lite
Chocolate Orange
Chocolate Raspberry Martini
Chocolate Slam
Chocolate-Mint Martini
Christer Petterson
Christina Cocktail
Cielo
Cinnamon Toast Crunch
Citron and Seven
Citron Splash Martini
Citronade
Citronella Cooler
Citrus Martini
Citrus Neon
Citrus Twist on Fire
Clamato Cocktail
Clearly Vodkanadian
Climax
Cloudberry Cocktail
Clousseau
Clueless
Coast-Line
Cocky Carrot
Cocopolitan
Cody Spunk
Coffee Lover's Martini
Coffey's Hot Irish Bloody Mary
Cold Blood
Cold Comfort Martini
Cold Green Slime
Colditz
Cole's Special Douche
Colorado Coolaid
Comfortable Fuzzy Screw
Comfortable Fuzzy Screw Agains...
Concoction Cocktail
Confidence Builder
Connie Cola
Cooch Behar
Cool Breeze
Cool Breeze Fru-Fru
Cool Yule Martini
Copenheering
Copperhead
Corkscrew #2
Corniche
Cosmalize
Cosmo
Cosmo Katie
Cosmobellini
Cosmonaut
Cosmopolitan Cocktail
Cosmopolitan Cocktail #2
Cosmopolitan Cocktail #3
Cosmopolitan Cocktail #4
Cosmopolitan Cocktail #5
Cosmopolitan Martini
Cossack Cocktail
Cossak
Count Stroganoff
Cran-Collins
Cran-Razz
Cranapple Martini
Cranberry Cooler
Cranberry Sunrise
Cranberry Tart
Cranberry Toad
Cransoma
Crantini
Crawdaddy
Crazy Finn
Crazy Orgasm
Creamsicle #4
Creamsicle #6
Creamsicle Screwdriver
Creamy Crotch
Creamy Screwdriver
Creamy Vodkanilla
Creeping Death
Creme Soda
Crimson Coma
Crimson Death
Croc Punch
Crocodile Cooler
Crushed Orange
Cry Baby Blues
Cuban Breeze
Cuban Breeze #2
Cum in your Mouth
Curacao Cooler
Currant Fuzzy Navel
Cyber Smoke
Czar's Cup
Czarina
Czarina #2
Czarine
D & D Lay
D.P.R.
Daffy Duck
Dale's Bloody Mary
Dan's Dewberry Martini
Dana's Nicotine Fit
Danini
Daphrine Cocktail
Dark Fuzzy Navel
Daydream
Daydream Martini
Daylon's Bedtime
Dea Lea
Dead Lizard
Deanne
Death by Chocolate
Death of a Virgin
Deep Blue
Deep Blue Something
Deer Hunter
Delicious Martini
Dephaekt
Desert Shield
Desert Sunrise
Desiree
Devil's Torch
Dew-Driver
Dew-Driver #2
Dib Dab
Die Hard
Dignified Iced Tea
Dirty Bastard
Dirty Bloody Martini
Dirty Girl Scout
Dirty Mexican Lemonade
Dirty Mop
Dirty Vodka Martini
Disco Lemonade
Dit Kicker
Diva
Dog House Dew
Dolly Iced Tea
Don Roberto
Don's Bloody Mary
Donna Reed
Double Fudge Martini
Double Fudge Martini #2
Douglas Martini
Doyles' Deliberation
Dr. Kevorkian
Dragon's Blood
