Name
Alexandra #2
Alhambra
Anatole Coffee
Arago
Autumn In New York
Baby Doll
Beautiful
Beautiful Side Ride
Bloody Passion
Blow My Skull Off (Almost)
Bonaparte
Bonaparte Velvet
Brandied Apricot Frappe
Brandy Champarelle
Brandy Fino
Candida
Chambord and Cognac
Champagne Cup
Chandos Club
Charles's Nightcap
Chartreuse Cocktail
Chocolate Punch
Cigar Lover's Martini
Coco Cognac
Coco-Cognac
Cocoa Chanel
Coffee Cocktail
Cognac and Soda
Cognac Coupling
Cognac Highball
Cognac Mint Frappe
Cognac Zoom
Connoisseur's Treat
Continental #2
Cran-Henny
Cyberlady
Failure
Flamenco
Fraise de Champagne
Francine
French Bite
French Connection
French Connection #2
French Green Dragon
French Orgasm
Frenchie
Gemini
Goodbye Sigh
Goodness Gracious
Hard Case
Headcrack
Hennessy and Cherry Coke
Hennessy and Coke
Hennessy and Vanilla Coke
Hennessy Martini
Hennyville Slugger
High Moon
Incredible Cocktail
Iron Hindu
Is Paris Burning
Jimmy's Special
Josephine
Kahlua Cognac
Kama Sutra
King's Ruin
Knickerbein Cocktail
Last Goodbye
Lazy Lover
Man Overboard
Martian Sex Monster
Mercenary
Miss Money Penny
Missile Stopper
New Hampshire Bulldog
Night and Day
One Ball Left
Orange Tree
Parisian Pousse Cafe
Peach Brandy Julep
Player's Passion
Polar-Roller
Port Side
Purple Passion #2
Rue Royale
Schoko Royal
Seven Dials Cocktail
Sidecar
Simple Charm
Sir Knight
Tap That Ass
The Classic
The Incredible Hulk
Thug Passion
Tonight's the Night
Vaina
Vanderbilt
Voodoo Lady
White Out
Will to Live
