Name
Clover Club (House-Made)
Difford's Fruit Cup No.1 (gin based & Pimm's Cup-like)
Dry Martini 'Preferred Stirred' (5:1 ratio)
Dry Martini (15:1 ratio) Montgomery's
Iron Negroni
Left Bank Martini
Marsala Martini
Negroni Cocktail
Poet's Dream
Red Snapper
Sabot
South Side Rickey
The Last Word cocktail
20th Century Cocktail
Alpine Negroni
Bacardi Special
Banana Calling
Barbary Coast
Blooded Knees Cocktail
Bradford Martini
Breakfast Martini
Christmas Negroni
Dot (by Jason Clapham)
Dry Martini (10:1 ratio) Preferred Shaken
Dry Martini (15:5 dumped) Franklin
Dry Martini (7:1 ratio) Embury's
Enzoni
Fitzgerald (no added sugar & low-calorie)
French 75 Cocktail
Gimlet Cocktail (Difford's recipe)
Gin & Tonic
Gin Blossom Martini
Gin Salad Dry Martini
Grassoide Ferro Cocktail
Improved Improved Pendennis Club Cocktail
Jabberwock
Millionaire's Martini
Negroni Spumante
Old Friend
Psychopathia Sexualis
Queen Elizabeth
Queen's Jubilee Martini
Reverse Martini
Satan's Whiskers (Straight)
Singapore Sling (Dale DeGroff's recipe)
Sloegroni
Takumi's Aviation
The Money Penny
The Prelude
Tuxedo No. 2 (Flora Bar's recipe)
Twentieth Century
Vesper Dry Martini
Warday's Cocktail
75 Cocktail (MacElhone's 1926 recipe)
Absinthe Makes The Heart Grow Fonder
Ad Astra
Aigua de València
Amaroni
Amber Negroni (Difford's recipe)
Amber Room
Amber Room #2
Angel Face
Angels’ Advocate
Apple Business
Apricot Mango Cocktail
Aristotle cocktail
Army & Navy
Around The World With A Negroni
Artillery
Aviation Cocktail (Difford's recipe)
Basil Bramble Sling
Basil Gimlet
Bebbo Cocktail
Bee's Knees
Bee's Tease
Bergamot Martini
Biggles Aviation
Bijou (by Jamie Gordon)
Bijou Cocktail (Difford's recipe)
Bijou Cocktail (inspired by Lawlor's 1895 recipe)
Blackberry Martini
Blackthorn (English)
Blood Orange Cocktail
Blood Sage
Bloody Bronx Cocktail
Bloody Negroni
Blue Lady
Bohemian Martini
Bramble
Bridal
Bronx
Buckeye
Burnt Martini
Cameo Kirby
Celery Gimlet No.2
Chanticleer Cocktail
Charente White Negroni
Charlie Lindbergh
Cherry Martini
Chocolate Negroni
Christmas Cheer-re
Cin-Cyn
Clergyman's Lapse
Cloister
Clover Club (Difford's recipe)
Clover Club (Lowe's recipe)
Cold Brew Negroni
Colony
Comte de Sureau
Corleone
Cornwall Negroni
Corpse Reviver No.2 (Contemporary Recipe)
Corpse Reviver No.2 (Duffy's recipe)
Corpse Reviver No.2 (Savoy Recipe)
Cosmonaut
Count Mast
Cowboy Hoof Martini
Crazy Crossing
Damn The Bloody Weather
Damn-the Weather
Darkside
Death & Taxes
Delmonico Special
Dickens' Dry Martini
Dirty Martini Cocktail
Dry Martini (1:1 ratio) Fifty-Fifty
Dry Martini (2:1 ratio) Wet
Dry Martini (3:1 ratio)
Dry Martini (4:1 ratio)
Dry Martini - The 'Naked' or 'Direct' Martini
Dry Orange Martini
Dutch Orange Cup
Earl Grey MarTEAni
Eastern Standard (Soho House Tonic)
Eastside Gimlet
Easy Street
Eeyore's Requiem
Efficacious
Elderflower Champagne Cocktail
English Breakfast Cocktail
English Marmalade
English Martini
Envy Smith
Ernst Happel
Fairbanks No.1
Fairbanks No.2
Faithfulness
Fallen Angel
Fin de Siècle (End of Century) Cocktail
First Post
Fitzgerald
Five-Three-Five
Fleur de Paradis
Fly Me The Flip To France
Fog Cutter
Fog Cutter (Bramble style)
Forbidden Fruit
Francophile Martini
French 75 (Judge Jr's 1927 recipe)
French Pearl
Fresh Martini
Frogroni
Gargoyle No. 2
Gibson Dry Martini
Gimlet (no added sugar & low-calorie)
Gimlet (Schumann's recipe)
Gin & It
Gin Basil Smash
Gin Basil Smash (no added sugar & low-calorie)
Gin Colheita
Gin Fizz
Gin Mezcal Sour
Gin Pahit
Gin Punch No. 1
Gin Quarantini
Gin Sling (no added sugar & low-calorie)
Gin Sonic Highball
Gin Sour
