Name,Ingredients,Making,Link,Glass,Garnish,Type,Flavor
Mango Rum Cooler,"['2 1⁄2 shot Bacardi Carta Blanca light rum', '1 1⁄2 shot Mango purée', '1 shot Apple juice (apple cider) unsweetened & unfiltered', '1 1⁄2 shot Lemon juice (freshly squeezed)']",SHAKE all ingredients with ice and strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/1244/mango-rum-cooler,Collins glass,Mango slice,,
Margarita with Salt Foam Float,"['4 spoon Salt', '1 pint Chilled water', '3 shot Pasteurised egg white (or aquafaba)', '2 shot Patrón Reposado tequila', '1 shot Lime juice (freshly squeezed)', '1 shot De Kuyper Triple Sec (40%)']","Combine first three ingredients, POUR into cream whipping siphon and CHARGE with nitrous oxide. Shake and place siphon in a refrigerator for one hour prior to making drink. SHAKE next three ingredients with ice and fine strain into chilled glass. SQUIRT salt foam over surface of drink from siphon.",https://www.diffordsguide.com/cocktails/recipe/1257/margarita-with-salt-foam-float,Margarita glass,Lime wedge,,
Marigold Spritz,"['1 shot Patrón Silver blanco tequila', '1⁄3 shot Giffard Crème de Pêche de Vigne liqueur', '4 shot Thomas Henry Tonic Water']",POUR all ingredients into ice-filled glass and lightly stir.,https://www.diffordsguide.com/cocktails/recipe/4314/marigold-spritz,Copa glass,Lemon zest twist,,"['Gentle 0 - Boozy 10: 3', 'Sweet 0 - Dry/Sour 10: 4']"
Marmalade Sour,"['2 spoon Orange marmalade', '2 shot Cachaça', '1⁄2 shot Lemon juice (freshly squeezed)', '2 dash Orange Bitters by Angostura', '1⁄2 shot Pasteurised egg white (or aquafaba)']",SHAKE all ingredients with ice and fine strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/2485/marmalade-sour,Old-fashioned glass,Orange zest twist,,
Marshall,"['1 1⁄3 shot Bacardi 8 year old rum', '2⁄3 shot Lemon juice (freshly squeezed)', '1⁄2 shot Oloroso sherry', '1⁄3 shot Fiorente Elderflower liqueur', '1⁄6 shot Agave syrup', '2 pinch Black pepper']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/4178/marshall,Coupe glass,Lemon zest twist,,
Martini Royale,"['1 1⁄2 shot Ketel One Vodka', '1⁄2 shot Giffard Noir de Bourgogne Cassis', 'Top up with Brut champagne or sparkling wine']",STIR vodka and crème de cassis with ice and strain into chilled glass. TOP with chilled champagne.,https://www.diffordsguide.com/cocktails/recipe/1265/martini-royale,Martini glass,Lemon zest twist,,
Mat the Rat,"['2 shot Bacardi Carta Blanca light rum', '1⁄2 shot De Kuyper Triple Sec (40%)', '1 1⁄2 shot Orange juice (freshly squeezed)', '1⁄2 shot Lime juice (freshly squeezed)', 'Top up with Lemon-lime soda (Sprite/7-Up)']","SHAKE first four ingredients with ice and strain into ice-filled glass. TOP with lemonade, lightly stir and serve with straws.",https://www.diffordsguide.com/cocktails/recipe/1272/mat-the-rat,Collins glass,Lime wedge,,
Maurice Cocktail,"['1 1⁄2 shot Rutte Dry Gin', '1⁄4 shot La Fée Parisienne absinthe', '3⁄4 shot Martini Extra Dry vermouth', '3⁄4 shot Martini Rosso sweet vermouth', '3⁄4 shot Orange juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1271/maurice-cocktail,Coupe glass,Orange zest twist,,
Maxim's Coffee (Hot),"['1 shot Rémy Martin 1738 Cognac', '1⁄2 shot Bénédictine D.O.M.', ""1⁄4 shot Galliano L'Autentico liqueur"", 'Top up with Filter coffee (hot)']",POUR all ingredients into warmed glass and STIR.,https://www.diffordsguide.com/cocktails/recipe/1279/maxims-coffee-hot,Toddy glass,Coffee beans,,
Mayan Whore,"['2 shot Patrón Reposado tequila', '3⁄4 shot Bebo Coffee Liqueur', '1 1⁄2 shot Pineapple juice (fresh pressed)', '1 1⁄2 shot Thomas Henry Soda Water']","SHAKE first 3 ingredients with ice and strain into ice-filled glass. TOP with soda, DO NOT STIR and serve with straws.",https://www.diffordsguide.com/cocktails/recipe/1276/mayan-whore,Sling glass,Pineapple wedge,,"['Gentle 0 - Boozy 10: 5', 'Sweet 0 - Dry/Sour 10: 5']"
Medicinal Solution,"['1 1⁄2 shot Rutte Old Simon Genever', '1⁄2 shot Green Chartreuse liqueur', '1⁄2 shot Lime juice (freshly squeezed)', ""1⁄4 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '3 dash Angostura Aromatic Bitters', 'Top up with Thomas Henry Tonic Water']","SHAKE first 5 ingredients with ice and strain into ice-filled glass. TOP with tonic water, lightly stir and serve with straws.",https://www.diffordsguide.com/cocktails/recipe/1281/medicinal-solution,Collins glass,Lime wedge,,
Mediterranean Fizz,"['8 fresh Green grapes (seedless)', '2 shot Ketel One Vodka', '5 fresh Basil leaves', '1⁄2 shot Lemon juice (freshly squeezed)', '1⁄2 shot Vanilla sugar syrup', 'Top up with Thomas Henry Soda Water']","MUDDLE grapes in base of shake. Add next four ingredients, SHAKE with ice and fine strain into ice filled glass. TOP with soda water.",https://www.diffordsguide.com/cocktails/recipe/2987/mediterranean-fizz,Collins glass,Basil leaf,,
Melchior,"['3 dried Clove', '1 1⁄2 shot Rémy Martin 1738 Cognac', '3⁄4 shot Green ginger wine', '1⁄2 shot Bénédictine D.O.M.', '1 1⁄4 shot Claret red wine']",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/3089/melchior,Coupe glass,Orange zest twist,,
Mellow Cocktail,"['1 1⁄2 shot Ketel One Vodka', '1⁄2 shot Kwai Feh lychee liqueur', '1⁄2 shot Giffard Banane du Brésil liqueur', '1 1⁄2 shot Pineapple juice (fresh pressed)']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1292/mellow-cocktail,Martini glass,Lychee,,
Melon Margarita #2 (served frozen),"['1⁄6 fresh Melon (Cantaloupe)', '2 shot Patrón Reposado tequila', '1 shot Green melon liqueur', '1⁄2 shot Lime juice (freshly squeezed)']",Cut melon into 8 segments and deseed. Cut cubes of flesh from skin of one segment and place in blender. Add other ingredients and BLEND with 6oz scoop crushed ice. Serve with straws.,https://www.diffordsguide.com/cocktails/recipe/1288/melon-margarita-2-served-frozen,Coupe glass,Melon slice or melon balls,,
Merry Widow #2,"['1 shot Ketel One Vodka', '1 shot Dubonnet/French rouge aromatised wine', '1 shot Martini Extra Dry vermouth', '1 dash Orange Bitters by Angostura']",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1295/merry-widow-2,Martini glass,Orange zest twist,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 5']"
Metropolitan,"['1 shot Blackcurrant flavoured vodka', '1 shot De Kuyper Triple Sec (40%)', '1 1⁄2 shot Cranberry juice (sweetened)', '1⁄2 shot Lime juice (freshly squeezed)', '1⁄4 shot Lime cordial (sweetened lime juice)']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1298/metropolitan,Martini glass,Orange zest twist (flamed),,
Mexican Coffee (Hot),"['1 shot Patrón Reposado tequila', ""1⁄4 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Top up with Filter coffee (hot)', 'Float lightly whipped Single cream / half-and-half']",Place bar spoon in glass. POUR first three ingredients into glass and stir. FLOAT cream.,https://www.diffordsguide.com/cocktails/recipe/1302/mexican-coffee-hot,Toddy glass,Coffee beans,,
Mexican Melon Ball,"['1⁄6 fresh Melon (Cantaloupe)', '2 shot Patrón Reposado tequila', '2 shot Orange juice (freshly squeezed)', ""1⁄4 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]","Cut melon into eight segments and deseed. Cut cubes of flesh from skin of one segment and MUDDLE in base of shaker. Add other ingredients, SHAKE with ice and fine strain into ice-filled glass.",https://www.diffordsguide.com/cocktails/recipe/1305/mexican-melon-ball,Collins glass,Melon balls,,
MG & T,"['1 1⁄2 shot Oak aged gin', '1⁄3 shot Fernet liqueur', '1⁄3 shot Antica Formula or other well aged sweet vermouth', '3 shot Thomas Henry Tonic Water']",STIR first 3 ingredients with ice and strain into ice-filled glass while also pouring tonic water.,https://www.diffordsguide.com/cocktails/recipe/13403/mg-and-t,Collins glass,"Orange zest twist, cinnamon stick & star anise",,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 6']"
Midnight Moon,"['1⁄2 shot Rémy Martin 1738 Cognac', '1⁄2 shot Disaronno amaretto', '1⁄2 shot Dutch Cacao white crème de cacao', '3 shot Brut champagne or sparkling wine']",STIR first three ingredients with ice and strain into chilled glass. TOP with champagne.,https://www.diffordsguide.com/cocktails/recipe/3109/midnight-moon,Coupe glass,Half apple slice to represent a crescent moon & orange zest twist (discarded).,,
Midtown Muse,"['1 1⁄2 shot Lowland single malt scotch whisky', '2⁄3 shot Green melon liqueur', '1⁄3 shot Licor 43 Original liqueur', '1 dash Angostura Aromatic Bitters', '3⁄4 shot Chilled water (omit if using wet ice)']",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/3422/midtown-muse,Martini glass,Flamed orange twist,,
Mike Romanoff,"['1 2⁄3 shot Ketel One Vodka', '1⁄6 shot De Kuyper Triple Sec (40%)', '1⁄6 shot De Kuyper Apricot Brandy liqueur', '1⁄2 shot Lime juice (freshly squeezed)', ""1⁄3 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/2499/mike-romanoff,Coupe glass,Orange zest twist,,"['Gentle 0 - Boozy 10: 8', 'Sweet 0 - Dry/Sour 10: 6']"
Milky Mojito,"['12 fresh Mint leaves', '2 shot Pernod anise', '1 shot Lime juice (freshly squeezed)', ""3⁄4 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Top up with Thomas Henry Soda Water']","Lightly MUDDLE (just to bruise) mint in glass. Fill glass with crushed ice, add other ingredients. TOP with soda, stir and serve with straws.",https://www.diffordsguide.com/cocktails/recipe/1318/milky-mojito,Collins glass,Mint sprig,,
Milo,"['4 fresh Raspberries (fresh)', '2 shot Rutte Dry Gin', '1⁄2 shot De Kuyper Triple Sec (40%)', ""1⁄4 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", ""1 dash Peychaud's or other Creole-style bitters""]",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/2500/milo,Martini glass,Raspberries,,
Mincemeat Pie,"['2 shot Havana Club 7yo rum', '1 spoon Mincemeat', '1 shot Apple juice (apple cider) unsweetened & unfiltered', '1⁄2 shot Single cream / half-and-half']",SHAKE first three ingredients with ice and fine strain into chilled glass. FLOAT layer of cream on drink.,https://www.diffordsguide.com/cocktails/recipe/2501/mincemeat-pie,Martini glass,Dust with cinnamon powder,,
Mint Fizz,"['7 fresh Mint leaves', '2 shot Rutte Dry Gin', '1⁄4 shot Giffard Menthe Pastille white crème de menthe', '1 shot Lime juice (freshly squeezed)', ""1⁄2 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Top up with Thomas Henry Soda Water']","Lightly MUDDLE mint (just to bruise) in base of shaker. Add other ingredients apart from soda, SHAKE with ice and fine strain into ice-filled glass. TOP with soda, lightly stir and serve with straws.",https://www.diffordsguide.com/cocktails/recipe/1329/mint-fizz,Collins glass,Mint sprig,,
Mint Julep (Mexican Style),"['1 fresh Lemon peel', '8 fresh Mint leaves', '1 shot Rémy Martin 1738 Cognac', '1 shot Tawny port', '1⁄4 shot Luxardo Maraschino liqueur']","PLACE lemon zest and mint in shaker. Add other ingredients, SHAKE with ice and fine strain into ice-filled glass.",https://www.diffordsguide.com/cocktails/recipe/2502/mint-julep-mexican-style,Old-fashioned glass,Luxardo Maraschino cherry,,
Mirror Margarita,"['1 2⁄3 shot Patrón Silver blanco tequila', ""1⁄2 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '1⁄6 shot De Kuyper Triple Sec (40%)', '1⁄6 shot Acidic cocktail mixer', ""4 drop Difford's Margarita Bitters""]",STIR ingredients with ice and strain into ice-filled glass (preferably over a chunk of block ice).,https://www.diffordsguide.com/cocktails/recipe/7604/mirror-margarita,Old-fashioned glass,Grapefruit zest twist,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 7']"
Miss Martini,"['7 fresh Raspberries (fresh)', '2 shot Ketel One Vodka', '1⁄2 shot Giffard Framboise de Ronce (raspberry liqueur)', ""1⁄6 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '1⁄2 shot Single cream / half-and-half']","MUDDLE raspberries in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.",https://www.diffordsguide.com/cocktails/recipe/1333/miss-martini,Coupe glass,Raspberries,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 5']"
Mississippi Schnapper,"['1 1⁄3 shot Bourbon whiskey', '1⁄2 shot Rémy Martin 1738 Cognac', '1⁄3 shot De Kuyper Triple Sec (40%)', '1⁄6 shot Lime juice (freshly squeezed)', ""1⁄6 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1336/mississippi-schnapper,Coupe glass,Orange zest twist,,"['Gentle 0 - Boozy 10: 8', 'Sweet 0 - Dry/Sour 10: 7']"
Mister Stu,"['1 2⁄3 shot Patrón Silver blanco tequila', '1⁄2 shot Disaronno amaretto', '1⁄3 shot Coconut rum liqueur (35-40% alc./vol.)', '1 1⁄3 shot Pineapple juice (fresh pressed)', '1 1⁄3 shot Orange juice (freshly squeezed)']",SHAKE all ingredients with ice and strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/1337/mister-stu,Collins glass,Pineapple wedge,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 5']"
Mock Margarita (Alcohol-free*),"['1 1⁄2 shot Lime juice (freshly squeezed)', '1⁄2 shot Lemon juice (freshly squeezed)', '1 shot Agave syrup', 'Top up with Thomas Henry Ginger Ale']",SHAKE all ingredients with ice and strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/2822/mock-margarita-alcohol-free,Old-fashioned glass,Salt rim & lime wedge,,
Modernista,"['2 shot Rutte Dry Gin', '1⁄2 shot Dark/black/blackstrap rum', '1⁄4 shot Pernod anise', '1 shot Swedish Punsch liqueur', '1⁄4 shot Lemon juice (freshly squeezed)', '1 dash Orange Bitters by Angostura']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1340/modernista,Martini glass,Lemon zest twist,,
Monkey Wrench,"['2 shot Havana Club 3 Year Old rum', 'Top up with Pink grapefruit juice (freshly squeezed)']","POUR rum into ice-filled glass. Top with grapefruit juice, stir and serve with straws.",https://www.diffordsguide.com/cocktails/recipe/1352/monkey-wrench,Collins glass,None,,
Monsieur Lecroix,"['2 shot Mozart Chocolate Vodka', '1 shot Rémy Martin 1738 Cognac', '1⁄2 shot Grand Marnier or other cognac orange liqueur', '2 dash Orange Bitters by Angostura']",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/2992/monsieur-lecroix,Martini glass,Lime zest twist,,
Monstre Verte Cocktail,"['1⁄4 shot La Fée Parisienne absinthe', '1 1⁄2 shot Rutte Dry Gin', '1⁄2 shot Green Chartreuse liqueur', '1⁄4 shot Lime juice (freshly squeezed)', ""1⁄4 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '4 fresh Basil leaves']",POUR aniseed into ice-filled glass and TOP with chilled water. Separately SHAKE rest of ingredients with ice. DISCARD contents of glass and refill with fresh ice. Then fine strain contents of shaker into the now absinthe-coated glass.,https://www.diffordsguide.com/cocktails/recipe/2993/monstre-verte-cocktail,Old-fashioned glass,Basil leaf,,
Monte,"['1 shot Pernod anise', '1⁄2 shot Luxardo Maraschino liqueur', '3⁄4 shot Lime juice (freshly squeezed)', 'Top up with Thomas Henry Soda Water']",POUR first 3 ingredients into empty glass. ADD soda water to half fill glass. Fill glass with ice and then top up with more soda. (This avoids 'shocking' the anis with the ice.) Serve with straws.,https://www.diffordsguide.com/cocktails/recipe/1355/monte,Collins glass,Luxardo Maraschino cherry,,
Monte Carlo Imperial,"['1 1⁄2 shot Rutte Dry Gin', '1⁄2 shot Giffard Menthe Pastille white crème de menthe', '1⁄2 shot Lemon juice (freshly squeezed)', 'Top up with Brut champagne or sparkling wine']",SHAKE first three ingredients with ice and fine strain into chilled glass. TOP with champagne.,https://www.diffordsguide.com/cocktails/recipe/1356/monte-carlo-imperial,Martini glass,Mint leaf,,
Montego Bay,"['1 1⁄2 shot Martinique blanc rhum agricole', '1⁄2 shot De Kuyper Triple Sec (40%)', '1⁄2 shot Lime juice (freshly squeezed)', ""1⁄4 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '2 dash Angostura Aromatic Bitters']",SHAKE all ingredients with ice and strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/1357/montego-bay,Old-fashioned glass,Lime wedge,,
Moon River,"['1 1⁄2 shot Rutte Dry Gin', '1⁄2 shot De Kuyper Apricot Brandy liqueur', '1⁄2 shot De Kuyper Triple Sec (40%)', ""1⁄4 shot Galliano L'Autentico liqueur"", '1⁄2 shot Lemon juice (freshly squeezed)', '1⁄2 shot Chilled water (omit if using wet ice)']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1360/moon-river,Martini glass,Mint leaf,,
Moonraker,"['1 1⁄2 shot Rémy Martin 1738 Cognac', '3⁄4 shot Peachtree peach schnapps', '1⁄4 shot Pernod anise', '1 1⁄2 shot Dubonnet/French rouge aromatised wine']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1359/moonraker,Martini glass,Luxardo Maraschino cherry,,
Mountain,"['2 shot Bourbon whiskey', '3⁄4 shot Martini Extra Dry vermouth', '3⁄4 shot Martini Rosso sweet vermouth', '1⁄2 shot Pasteurised egg white (or aquafaba)']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/2716/mountain,Coupe glass,Luxardo Maraschino cherry,,
Mountain Cocktail,"['1 1⁄2 shot Bourbon whiskey', '1⁄2 shot Martini Extra Dry vermouth', '1⁄2 shot Martini Rosso sweet vermouth', '1⁄2 shot Lemon juice (freshly squeezed)', '1⁄2 shot Pasteurised egg white (or aquafaba)', ""6 drop Bob's Abbotts bitters (optional)""]",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1368/mountain-cocktail,Coupe glass,Skewered Luxardo Maraschino cherry,,
