Name
Calvados Fruit Cup (Difford's Cup No.13)
Prescription Julep
Apple Jack (by Sasha Petraske)
Barney Barnato Cocktail
Bastille
Brandy Sangaree
Brooklyn's Finest
Carlton Banks
Cognac Julep
East India No.2
French 125 (French '75' with cognac)
French 75 (Difford's recipe)
Froupe Cocktail
General Harrison's Nogg
Jersey Sour
Journey of Brothers
Marigny
Orange Brulée
Preakness Manhattan
Sazerac Cocktail (Difford's recipe)
Smokey Joe
The JP Sazerac
The StiG
Thin Pink Line
Vieux Carré Cocktail
Warday's Cocktail
1910
49th Parallel
75 Cocktail (MacElhone's 1926 recipe)
A Rose By Any Other Name
Accoutrement
All Jacked Up
American Beauty (by David Embury)
American Trilogy
Ampersand Cocktail
Angel Face
Angel's Share No.1
Angel's Share No.2
Ante
Apple Black Royal
Apple Blossom Cocktail
Apple Brandy Sour
Apple Cart
Apple Jack Rabbit (Savoy)
Apples to Oranges Cocktail
Art de Vivre (Art of Living)
Autumn Leaves
Banana Bliss
Banana Split
Bananarac
Bertram's Cap
Betsy Ross
Between The Sheets
Between The Sheets (Wondrich's formula)
Biggles Sidecar
Black Rose
Brandy Alexander
Brandy Crusta
Brandy Daisy
Brandy Fix
Brandy Flip
Brandy Fruit Cup (Difford's Cup No.3)
Brandy Manhattan
Brandy Milk Punch
Brandy Old Fashioned (Wisconsin-style)
Brandy Sour
Burnt Fuselage
Butler's Tipple
C'est la Vie (That's Life)
Call me Ish
Call Me Old-Fashioned
Calvados & Tonic
Carnaghino
Ce Soir (This Evening)
Celebration
Champagne Cocktail
Champagne Julep
Champs-Elysees Cocktail
Charente White Negroni
Christmas Special
Classic Cocktail
Claudine cocktail
Club Cocktail (Difford's recipe)
Club Cocktail (Whitfield's recipe)
Coffee Cocktail
Combustible Edison
Delmonico
Delmonico Special
Demosthenes Club
Derniere Minute (Last Minute)
Diamondback
Don Pone
Dr Zeus
Dr. Rieux
East India No.1
Egg Nog
Egg Sour
Élysée Treaty
Evening Sun
Excuse My French
Expense Account
Fall From The Tree
Fallen Leaves
Feather Duster Crusta
Fernand x Nando
Fish House Punch
Fish House Punch #2
Flannel
Fleur Naturel
Fog Cutter
Fog Cutter (Bramble style)
Forbidden Fruit
Fray Wray
French 125 (French '75' with cognac) Jones' 1977 recipe
French Cocktail
French Maid
Gennaro's Sidecar
Grande Champagne Cosmo
Grape Escape
Gustings' Grasshopper
Harvest Cocktail
Harvest Moon (1930s recipe)
Highland Sazerac
Homely Smoke
Honeymoon
In-Seine
Indimenticabili Momenti (Unforgettable Moments)
Iron Clad Old Fashioned
Ironbound
Jack Collins
Jack Rose Cocktail
Japanese Cocktail
Je suis l'Amour
L'Heritage
L'Indochine
La Garde de Nuit (The Night's Watch)
La Poire des Bénédictines
Lady's Sidecar
Landing Gear
Late Night
Lazarus
Lazy Man Flip
Le Commerçant (The Merchant)
Le Coq d'Or (The Golden Rooster)
Le Grand
Le Sang Jaune (The Yellow Blood)
Long Flight of Stairs
Lovelight
Madame Lily
Manhattan Island
Mart-Inez
Metropole
MGM Grand
Millennium Cocktail
Mixed Berry Julep
Mon Dernier Mot (My Last Word)
Monet's Moment
Morning Cocktail
Naramata
Nassau Street
Nice Pear
Night Cap (Sloppy Joe's 1935)
Norman Conquest
Ocean Cable
Olympic
Orange Custard Cocktail
Orchard Crush
Orchard Keeper
Pan American Clipper
Parle-vous Irish cocktail
Parmenides
Peach Tea
Pear & Cardamom Sidecar
Perfect Regent
Piaggio Vespa Sidecar
Pied-à-terre
Pini
Pink Lady
Playmate Martini
Plaza Antigua
Pomme
Pomme et Sureau
Pour Me Another
Quebec City (a brandy-based Toronto)
Queen's Knees
Randy Old-fashioned
Red Apple Manhattan
Red Marauder
Redcoat
Reggatta de Blanc
Renaissance
Repose' 1912
Revolutionary Flip
Royal Smile
Rusty To The Core
Rye's Up
Salvamento
Sangaree (Sangria)
Saratoga Cocktail
Sherry Valance
Sidecar
Sidecar Cocktail (Difford's spec.)
Sir Walter Cocktail
Slow Comfortable Screw Between the Sheets
Smokey Boat
Sonic Surfer
Sourise
St. Stephen's Sour
Terroir
The Addington
The Beloved
The Bluff
The Cab
The Cheshire Cat
The Comeback
The Conference
The Continental Exchange
The Delicious Sour
The Devil In Me
The French Canadian
"The Good, The Bad and the Ugni"
The Stag
The Windfall
Three Hundred Poems
Thyme for…
Tiramisu Cocktail
Titre Provisoire (Provisional Title)
Tom & Jerry
Trade Winds
Tribute
Triomphe d'Anis (Triumph of Aniseed)
Twelve Mile Limit
Twelve Miles Out Cocktail
USB Cocktail
Vanderbilt
Velvet Revolver
Velvet Threesome
Very French Martini
Vieille Place
Vitamin C Cobbler
Walter Mondale
Wardroom
West 75th
White Sting
Widow's Kiss
Yale Fence
Zeus Cocktail
Zoom
75 Cocktail (Vermeire's 1922 recipe)
A Few of My Favourite Things
A L'Ancienne du Bois (A woody Old Fashioned)
A Moment of Silence
A. J.
A.B.C. Cocktail
Amaro-etti Biscotti
Ambrosia
Ambrosia Cocktail
Amer Negroni
Apple Buck
Applejack Rabbit
Apples 'n' Pears
April Shower
Atomic Cocktail
Aunt Emily
Avenue
B & B
B&B Royale
Bakewell Tart Sour
Banana Alexander
Banana Flambé
Bentley
Berry Flip
Biblical Quartet
Bistro Sidecar
Black Diamond #2
Black Feather
"Blah, Blah, Blah!"
Blue Nightcap
Blue Paradise
Bolero Sour
Bombay No. 2
Bon Accord
Bon Vivant
Bonnie Prince Charles
Bosom Caresser
Brandy Buck
Brandy Club Cocktail
Brandy Cocktail
Brandy Fizz
Brandy Smash
Brighton Punch
Brownie
Bull's Blood
Cajun Moon
Calvados Appletini
Calvados Cocktail
Calvados Mon Amour
Cardamom & Banana Vieux Carré
Carré Nouveau
Champagne Cup
Champagne Pick-Me-Up
Chanteloup Champagne Flip
Charentes
Charentes Cocktail
Chatham Hotel Special
Cherry Velvet
Chocolat a l'orange (Orange Chocolate)
Chocolate Sidecar
Christmas Pudding & Custard Cocktail
Cider Apple Cocktail
Claret Cobbler
Coffee Thyme
Comet Cocktail
Cordial Inviter
Corpse Reviver No.1 (Gilberg's recipe)
