Name
Kamikaze
Washington Apple Shot
Shamrock Shot
Irish Shot
Flaming Dr. Pepper
Ferrari
A Dozen Shots and Shooters to Liven Up Your Night
Buttery Nipple
Green Tea Shot
Porchlight Pickleback
Verdita
Liquid Cocaine
Oyster Shooter
Cement Mixer
Slippery Nipple
Jäger Bomb
Pickleback
Sangrita
B-52
Boilermaker
Master Cleanse Shot
Chocomole
"Snap, Crackle, Drop"
Mink Coat & No Manners
Cocoa Passion
Hot Shot
